Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
453,Mason Plumlee,35.0,CHO,C,10.0,1.0,9.4,0.5,0.6,0.833,0.0,0.0,,0.5,0.6,0.833,0.833,0.7,1.1,0.636,0.7,2.2,2.9,1.1,0.4,0.0,0.6,0.6,1.7,
454,Dario Šarić,31.0,SAC,C,3.0,0.0,9.3,0.3,1.7,0.2,0.3,0.7,0.5,0.0,1.0,0.0,0.3,0.7,0.7,1.0,0.3,1.3,1.7,0.7,0.0,0.0,0.3,0.0,1.7,
455,Jamal Cain,26.0,ORL,SF,5.0,0.0,6.2,0.6,1.6,0.375,0.2,1.0,0.2,0.4,0.6,0.667,0.438,0.2,0.4,0.5,0.4,0.4,0.8,0.4,0.2,0.2,0.4,0.8,1.6,
456,Taelon Peter,23.0,IND,SG,15.0,0.0,7.1,0.5,1.9,0.241,0.4,1.8,0.222,0.1,0.1,0.5,0.345,0.3,0.3,0.8,0.3,0.8,1.1,0.9,0.1,0.1,0.6,0.4,1.6,
457,Jacob Toppin,25.0,ATL,SF,5.0,0.0,3.4,0.8,1.2,0.667,0.0,0.0,,0.8,1.2,0.667,0.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,
458,Tyson Etienne,26.0,BRK,PG,8.0,0.0,4.3,0.5,1.9,0.267,0.5,1.6,0.308,0.0,0.3,0.0,0.4,0.0,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.6,1.5,
459,Myron Gardner,24.0,MIA,SF,4.0,0.0,2.3,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.0,1.0,1.5,
460,Nigel Hayes-Davis,31.0,PHO,SF,17.0,0.0,8.9,0.7,2.1,0.333,0.1,0.7,0.083,0.6,1.4,0.458,0.347,0.1,0.1,0.5,0.5,0.8,1.3,0.4,0.4,0.1,0.4,0.8,1.5,
461,DaRon Holmes,23.0,DEN,PF,2.0,0.0,2.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,
462,Andre Jackson Jr.,24.0,MIL,SG,11.0,0.0,6.9,0.5,1.5,0.313,0.2,0.7,0.25,0.3,0.7,0.375,0.375,0.3,0.4,0.75,0.5,0.5,0.9,1.5,0.5,0.2,0.5,1.0,1.4,
463,Khaman Maluach,19.0,PHO,C,11.0,0.0,4.5,0.4,0.9,0.4,0.0,0.3,0.0,0.4,0.6,0.571,0.4,0.6,0.7,0.875,0.2,0.6,0.8,0.1,0.0,0.4,0.5,0.9,1.4,
464,Rayan Rupert,21.0,POR,SG,17.0,0.0,7.6,0.5,1.8,0.3,0.2,0.9,0.25,0.3,0.8,0.357,0.367,0.1,0.2,0.5,0.2,1.3,1.5,0.2,0.4,0.1,0.5,1.0,1.4,
465,Isaac Jones,25.0,2TM,PF,4.0,1.0,4.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.3,0.5,0.5,0.5,0.0,0.5,0.3,0.0,0.0,0.0,1.0,1.3,
465,Isaac Jones,25.0,SAC,PF,3.0,1.0,5.7,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.3,0.7,0.5,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,
465,Isaac Jones,25.0,DET,PF,1.0,0.0,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
466,Ariel Hukporti,23.0,NYK,C,15.0,2.0,8.3,0.5,0.9,0.538,0.0,0.0,,0.5,0.9,0.538,0.538,0.3,0.5,0.625,1.0,1.6,2.6,0.5,0.1,0.5,0.6,1.4,1.3,
467,Drew Peterson,26.0,CHO,PF,4.0,0.0,13.3,0.5,3.5,0.143,0.0,2.8,0.0,0.5,0.8,0.667,0.143,0.3,0.5,0.5,0.5,1.3,1.8,0.5,0.8,0.3,0.0,0.8,1.3,
468,Adou Thiero,21.0,LAL,SF,8.0,0.0,6.4,0.4,0.6,0.6,0.0,0.0,,0.4,0.6,0.6,0.6,0.5,0.6,0.8,0.5,0.3,0.8,0.1,0.3,0.0,0.4,1.1,1.3,
469,Caleb Martin,30.0,DAL,SF,22.0,0.0,9.1,0.4,1.7,0.243,0.1,0.6,0.154,0.3,1.1,0.292,0.27,0.3,0.4,0.875,0.5,1.0,1.5,0.9,0.5,0.1,0.4,1.6,1.2,
470,Hunter Sallis,22.0,PHI,SG,6.0,0.0,4.2,0.5,0.8,0.6,0.0,0.0,,0.5,0.8,0.6,0.6,0.2,0.3,0.5,0.0,0.2,0.2,0.7,0.0,0.2,0.8,0.3,1.2,
471,Johnny Juzang,24.0,MIN,SG,8.0,0.0,2.8,0.4,1.1,0.333,0.3,0.9,0.286,0.1,0.3,0.5,0.444,0.1,0.3,0.5,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.4,1.1,
472,Curtis Jones,24.0,DEN,SG,2.0,0.0,1.5,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,0.333,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
473,Miles Kelly,23.0,DAL,PG,2.0,0.0,5.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.0,1.0,
474,Jonathan Mogbo,24.0,TOR,PF,10.0,0.0,4.8,0.5,1.1,0.455,0.0,0.0,,0.5,1.1,0.455,0.455,0.0,0.0,,0.5,0.9,1.4,0.6,0.1,0.3,0.1,0.5,1.0,
475,Garrett Temple,39.0,TOR,SG,4.0,0.0,4.3,0.3,0.8,0.333,0.3,0.5,0.5,0.0,0.3,0.0,0.5,0.3,0.5,0.5,0.0,0.5,0.5,0.3,0.5,0.3,0.3,0.5,1.0,
476,Drew Timme,25.0,LAL,PF,2.0,0.0,4.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.5,0.5,1.0,1.5,0.5,0.0,0.0,0.0,1.0,
477,Bismack Biyombo,33.0,SAS,C,8.0,1.0,7.3,0.4,0.5,0.75,0.0,0.0,,0.4,0.5,0.75,0.75,0.1,0.3,0.5,0.3,0.5,0.8,0.4,0.4,0.1,0.4,1.3,0.9,
478,N'Faly Dante,24.0,ATL,C,4.0,0.0,3.8,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.3,0.3,1.0,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,
479,Mohamed Diawara,20.0,NYK,SF,16.0,0.0,3.4,0.3,0.8,0.385,0.1,0.4,0.333,0.2,0.4,0.429,0.462,0.0,0.1,0.0,0.2,0.5,0.7,0.5,0.2,0.1,0.3,0.5,0.8,
480,AJ Johnson,21.0,WAS,SG,10.0,0.0,4.5,0.2,1.3,0.154,0.0,0.3,0.0,0.2,1.0,0.2,0.154,0.3,0.4,0.75,0.2,0.4,0.6,0.4,0.0,0.0,0.2,0.3,0.7,
481,Amari Williams,24.0,BOS,PF,6.0,0.0,5.2,0.2,0.3,0.5,0.0,0.0,,0.2,0.3,0.5,0.5,0.2,0.3,0.5,0.3,0.8,1.2,0.2,0.2,0.3,0.0,0.7,0.5,
482,Pacome Dadiet,20.0,NYK,SG,9.0,0.0,2.4,0.1,0.7,0.167,0.0,0.3,0.0,0.1,0.3,0.333,0.167,0.2,0.2,1.0,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.1,0.4,
483,Lachlan Olbrich,22.0,CHI,C,5.0,0.0,7.2,0.2,1.2,0.167,0.0,0.6,0.0,0.2,0.6,0.333,0.167,0.0,0.0,,0.6,1.6,2.2,0.6,0.0,0.0,0.4,1.6,0.4,
484,Hunter Tyson,25.0,DEN,PF,8.0,0.0,3.5,0.0,1.1,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.3,0.3,1.0,0.1,1.4,1.5,0.4,0.1,0.0,0.0,0.4,0.3,
485,Jahmyl Telfort,24.0,LAC,PF,8.0,0.0,4.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.1,0.5,0.25,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,
486,Sharife Cooper,24.0,WAS,PG,4.0,0.0,2.5,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,
487,Isaiah Crawford,24.0,HOU,SF,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
488,Noa Essengue,19.0,CHI,PF,2.0,0.0,3.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,
489,Tosan Evbuomwan,24.0,NYK,SF,3.0,0.0,2.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,
490,Chucky Hepburn,22.0,TOR,PG,1.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,
491,Joe Ingles,38.0,MIN,SF,7.0,0.0,3.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.3,0.0,
492,Kasparas Jakucionis,19.0,MIA,PG,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
493,Trey Jemison,26.0,NYK,C,3.0,0.0,3.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.7,1.0,0.0,0.0,0.0,0.3,0.7,0.0,
494,Christian Koloko,25.0,LAL,C,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,
495,Chris Mañon,24.0,LAL,SG,2.0,0.0,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,
496,Alijah Martin,24.0,TOR,SG,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
497,Marcus Sasser,25.0,DET,PG,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,
,League Average,,,,,,,,,0.47,,,0.36,,,0.548,0.545,,,0.789,,,,,,,,,,
